SchoolYear	ESD	CountyNumber	County	CountyDistrictNumber	District	BuildingNumber	School	GradeTested	ReadingTotalWASLTested	ReadingMetStandardIncludingPrevPass	ReadingPercentMetStandardIncludingPrevPass	ReadingMetStandardWithoutPrevPass	ReadingPercentMetStandardWithoutPrevPass	ReadingPercentMetStandardExcludingNoScore	ReadingLevel1	ReadingPercentLevel1	ReadingLevel2	ReadingPercentLevel2	ReadingLevelBasic	ReadingPercentLevelBasic	ReadingLevel3	ReadingPercentLevel3	ReadingLevel4	ReadingPercentLevel4	ReadingNoScore	ReadingPercentNoScore	ReadingNotMet	ReadingPercentNotMet	ReadingExcusedAbsence	ReadingExempted	ReadingWAASPORT	ReadingWAASDAW	MathTotalWASLTested	MathMetStandardIncludingPrevPass	MathPercentMetStandardIncludingPrevPass	MathMetStandardWithoutPrevPass	MathPercentMetStandardWithoutPrevPass	MathPercentMetStandardExcludingNoScore	MathLevel1	MathPercentLevel1	MathLevel2	MathPercentLevel2	MathLevelBasic	MathPercentLevelBasic	MathLevel3	MathPercentLevel3	MathLevel4	MathPercentLevel4	MathNoScore	MathPercentNoScore	MathNotMet	MathPercentNotMet	MathExcusedAbsence	MathExempted	MathWAASPORT	MathWAASDAW	WritingTotalWASLTested	WritingMetStandardIncludingPrevPass	WritingPercentMetStandardIncludingPrevPass	WritingMetStandardWithoutPrevPass	WritingPercentMetStandardWithoutPrevPass	WritingPercentMetStandardExcludingNoScore	WritingLevel1	WritingPercentLevel1	WritingLevel2	WritingPercentLevel2	WritingLevelBasic	WritingPercentLevelBasic	WritingLevel3	WritingPercentLevel3	WritingLevel4	WritingPercentLevel4	WritingNoScore	WritingPercentNoScore	WritingNotMet	WritingPercentNotMet	WritingExcusedAbsence	WritingExempted	WritingWAASPORT	WritingWAASDAW	ScienceTotalWASLTested	ScienceMetStandardIncludingPrevPass	SciencePercentMetStandardIncludingPrevPass	ScienceMetStandardWithoutPrevPass	SciencePercentMetStandardWithoutPrevPass	SciencePercentMetStandardExcludingNoScore	ScienceLevel1	SciencePercentLevel1	ScienceLevel2	SciencePercentLevel2	ScienceLevelBasic	SciencePercentLevelBasic	ScienceLevel3	SciencePercentLevel3	ScienceLevel4	SciencePercentLevel4	ScienceNoScore	SciencePercentNoScore	ScienceNotMet	SciencePercentNotMet	ScienceExcusedAbsence	ScienceExempted	ScienceWAASPORT	ScienceWAASDAW	ReadingLevelIndex	MathLevelIndex
2008-09	North Central Educational Service District 171	04	Chelan	04069	Stehekin School District	2265	Stehekin Elementary	6	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2008-09	North Central Educational Service District 171	04	Chelan	04069	Stehekin School District	2265	Stehekin Elementary	7	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2008-09	North Central Educational Service District 171	04	Chelan	04069	Stehekin School District	2265	Stehekin Elementary	8	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2008-09	North Central Educational Service District 171	04	Chelan	04127	Entiat School District	2688	Paul Rumburg Elementary	3	25	23	92.0	23	92.0	92.0	0	0.0	2	8.0	0	0.0	15	60.0	8	32.0	0	0.0	2	8.0	0	0	0	0	25	21	84.0	21	84.0	84.0	1	4.0	3	12.0	0	0.0	12	48.0	9	36.0	0	0.0	4	16.0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.24	3.16
2008-09	North Central Educational Service District 171	04	Chelan	04127	Entiat School District	2688	Paul Rumburg Elementary	4	23	11	47.8	11	47.8	47.8	1	4.3	11	47.8	0	0.0	8	34.8	3	13.0	0	0.0	12	52.2	0	0	0	0	23	8	34.8	8	34.8	34.8	5	21.7	10	43.5	0	0.0	6	26.1	2	8.7	0	0.0	15	65.2	0	0	0	0	19	8	34.8	8	34.8	42.1	3	13.0	8	34.8	0	0.0	6	26.1	2	8.7	4	17.4	15	65.2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.57	2.22
2008-09	North Central Educational Service District 171	04	Chelan	04127	Entiat School District	2688	Paul Rumburg Elementary	5	22	18	78.3	18	78.3	81.8	2	8.7	2	8.7	0	0.0	10	43.5	8	34.8	1	4.3	5	21.7	0	0	0	0	22	17	73.9	17	73.9	77.3	1	4.3	4	17.4	0	0.0	6	26.1	11	47.8	1	4.3	6	26.1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	6	26.1	6	26.1	27.3	3	13.0	13	56.5	0	0.0	6	26.1	0	0.0	1	4.3	17	73.9	0	0	0	0	2.96	3.09
2008-09	North Central Educational Service District 171	04	Chelan	04127	Entiat School District	2688	Paul Rumburg Elementary	6	32	25	78.1	25	78.1	78.1	2	6.3	5	15.6	0	0.0	20	62.5	5	15.6	0	0.0	7	21.9	0	0	0	0	32	16	50.0	16	50.0	50.0	11	34.4	5	15.6	0	0.0	9	28.1	7	21.9	0	0.0	16	50.0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.88	2.38
2008-09	North Central Educational Service District 171	04	Chelan	04127	Entiat School District	3317	Entiat Middle and High School	7	32	19	59.4	19	59.4	59.4	5	15.6	8	25.0	0	0.0	13	40.6	6	18.8	0	0.0	13	40.6	0	0	0	0	32	16	50.0	16	50.0	50.0	13	40.6	3	9.4	0	0.0	10	31.3	6	18.8	0	0.0	16	50.0	0	0	0	0	32	22	68.8	22	68.8	68.8	5	15.6	5	15.6	0	0.0	17	53.1	5	15.6	0	0.0	10	31.3	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.63	2.28
2008-09	North Central Educational Service District 171	04	Chelan	04127	Entiat School District	3317	Entiat Middle and High School	8	26	15	57.7	15	57.7	57.7	6	23.1	5	19.2	0	0.0	9	34.6	6	23.1	0	0.0	11	42.3	0	0	0	0	26	10	38.5	10	38.5	38.5	13	50.0	3	11.5	0	0.0	9	34.6	1	3.8	0	0.0	16	61.5	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	7	26.9	7	26.9	26.9	10	38.5	9	34.6	0	0.0	5	19.2	2	7.7	0	0.0	19	73.1	0	0	0	0	2.58	1.92
2008-09	North Central Educational Service District 171	04	Chelan	04127	Entiat School District	3317	Entiat Middle and High School	10	22	22	66.7	11	50.0	50.0	2	9.1	9	40.9	0	0.0	8	36.4	3	13.6	0	0.0	11	50.0	2	11	0	0	28	8	23.5	3	10.3	10.7	16	55.2	9	31.0	0	0.0	2	6.9	1	3.4	1	3.4	26	89.7	1	5	0	0	24	28	82.4	18	75.0	75.0	1	4.2	5	20.8	0	0.0	15	62.5	3	12.5	0	0.0	6	25.0	1	10	0	0	34	9	26.5	9	26.5	26.5	19	55.9	6	17.6	0	0.0	9	26.5	0	0.0	0	0.0	25	73.5	1	0	0	0	2.55	1.52
2008-09	North Central Educational Service District 171	04	Chelan	04129	Lake Chelan School District	2317	Chelan Middle School	6	93	77	81.9	77	81.9	82.8	3	3.2	13	13.8	7	7.4	45	47.9	25	26.6	1	1.1	17	18.1	0	0	0	0	93	50	53.2	50	53.2	53.8	21	22.3	22	23.4	0	0.0	30	31.9	20	21.3	1	1.1	44	46.8	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.81	2.50
2008-09	North Central Educational Service District 171	04	Chelan	04129	Lake Chelan School District	2317	Chelan Middle School	7	94	65	69.1	65	69.1	69.1	11	11.7	18	19.1	1	1.1	31	33.0	33	35.1	0	0.0	29	30.9	0	1	0	0	94	53	56.4	53	56.4	56.4	22	23.4	19	20.2	0	0.0	31	33.0	22	23.4	0	0.0	41	43.6	0	1	0	0	93	63	67.0	63	67.0	67.7	8	8.5	22	23.4	2	2.1	50	53.2	11	11.7	1	1.1	31	33.0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.89	2.56
2008-09	North Central Educational Service District 171	04	Chelan	04129	Lake Chelan School District	2317	Chelan Middle School	8	105	75	70.8	75	70.8	71.4	8	7.5	22	20.8	2	1.9	38	35.8	35	33.0	1	0.9	31	29.2	0	1	0	0	103	52	50.0	52	50.0	50.5	24	23.1	27	26.0	0	0.0	36	34.6	16	15.4	1	1.0	52	50.0	2	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	105	43	40.6	43	40.6	41.0	24	22.6	38	35.8	0	0.0	38	35.8	5	4.7	1	0.9	63	59.4	0	1	0	0	2.89	2.40
2008-09	North Central Educational Service District 171	04	Chelan	04129	Lake Chelan School District	2689	Morgen Owings Elementary School	3	82	64	78.0	64	78.0	78.0	4	4.9	14	17.1	1	1.2	31	37.8	32	39.0	0	0.0	18	22.0	0	0	0	0	82	62	75.6	62	75.6	75.6	14	17.1	6	7.3	2	2.4	35	42.7	25	30.5	0	0.0	20	24.4	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.09	2.82
2008-09	North Central Educational Service District 171	04	Chelan	04129	Lake Chelan School District	2689	Morgen Owings Elementary School	4	102	81	79.4	81	79.4	79.4	2	2.0	19	18.6	9	8.8	39	38.2	33	32.4	0	0.0	21	20.6	0	1	0	0	102	60	58.8	60	58.8	58.8	19	18.6	23	22.5	0	0.0	28	27.5	32	31.4	0	0.0	42	41.2	0	1	0	0	102	85	83.3	85	83.3	83.3	6	5.9	11	10.8	3	2.9	44	43.1	38	37.3	0	0.0	17	16.7	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.83	2.72
2008-09	North Central Educational Service District 171	04	Chelan	04129	Lake Chelan School District	2689	Morgen Owings Elementary School	5	100	81	80.2	81	80.2	81.0	2	2.0	17	16.8	4	4.0	40	39.6	37	36.6	1	1.0	20	19.8	1	1	0	0	100	62	61.4	62	61.4	62.0	17	16.8	21	20.8	1	1.0	28	27.7	33	32.7	1	1.0	39	38.6	1	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	41	40.6	41	40.6	41.0	20	19.8	39	38.6	0	0.0	38	37.6	3	3.0	1	1.0	60	59.4	1	1	0	0	3.01	2.72
2008-09	North Central Educational Service District 171	04	Chelan	04129	Lake Chelan School District	3861	Holden Village Community School	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2008-09	North Central Educational Service District 171	04	Chelan	04129	Lake Chelan School District	3861	Holden Village Community School	5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2008-09	North Central Educational Service District 171	04	Chelan	04129	Lake Chelan School District	3861	Holden Village Community School	7	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2008-09	North Central Educational Service District 171	04	Chelan	04129	Lake Chelan School District	3861	Holden Village Community School	8	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2008-09	North Central Educational Service District 171	04	Chelan	04129	Lake Chelan School District	4260	Chelan High School	10	84	72	84.7	71	84.5	84.5	2	2.4	11	13.1	0	0.0	24	28.6	47	56.0	0	0.0	13	15.5	3	1	1	0	72	58	68.2	46	63.0	63.9	13	17.8	13	17.8	0	0.0	31	42.5	15	20.5	1	1.4	27	37.0	2	13	1	0	84	81	95.3	80	95.2	95.2	1	1.2	3	3.6	3	3.6	31	36.9	46	54.8	0	0.0	4	4.8	3	1	1	0	81	42	50.0	42	50.0	51.9	21	25.0	18	21.4	1	1.2	36	42.9	5	6.0	3	3.6	42	50.0	3	1	1	0	3.38	2.63
2008-09	North Central Educational Service District 171	04	Chelan	04222	Cashmere School District	2315	Cashmere Middle School	5	105	75	71.4	75	71.4	71.4	7	6.7	23	21.9	0	0.0	36	34.3	39	37.1	0	0.0	30	28.6	0	1	2	0	105	67	63.8	67	63.8	63.8	20	19.0	18	17.1	0	0.0	21	20.0	46	43.8	0	0.0	38	36.2	0	1	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	104	40	38.5	40	38.5	38.5	25	24.0	39	37.5	0	0.0	34	32.7	6	5.8	0	0.0	64	61.5	1	1	2	0	3.02	2.89
2008-09	North Central Educational Service District 171	04	Chelan	04222	Cashmere School District	2315	Cashmere Middle School	6	110	83	74.8	83	74.8	75.5	4	3.6	23	20.7	0	0.0	62	55.9	21	18.9	1	0.9	28	25.2	0	1	0	0	110	52	46.8	52	46.8	47.3	22	19.8	36	32.4	0	0.0	32	28.8	20	18.0	1	0.9	59	53.2	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.88	2.43
2008-09	North Central Educational Service District 171	04	Chelan	04222	Cashmere School District	2315	Cashmere Middle School	7	108	55	50.5	55	50.5	50.9	9	8.3	44	40.4	0	0.0	29	26.6	26	23.9	1	0.9	54	49.5	0	1	0	0	108	55	50.5	55	50.5	50.9	37	33.9	16	14.7	0	0.0	23	21.1	32	29.4	1	0.9	54	49.5	0	1	0	0	107	86	78.9	86	78.9	80.4	5	4.6	16	14.7	0	0.0	56	51.4	30	27.5	2	1.8	23	21.1	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.64	2.44
2008-09	North Central Educational Service District 171	04	Chelan	04222	Cashmere School District	2315	Cashmere Middle School	8	97	61	62.2	61	62.2	62.9	14	14.3	22	22.4	0	0.0	37	37.8	24	24.5	1	1.0	37	37.8	0	3	0	0	97	47	48.0	47	48.0	48.5	29	29.6	21	21.4	0	0.0	29	29.6	18	18.4	1	1.0	51	52.0	1	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97	50	51.0	50	51.0	51.5	21	21.4	26	26.5	0	0.0	39	39.8	11	11.2	1	1.0	48	49.0	0	3	0	0	2.70	2.35
2008-09	North Central Educational Service District 171	04	Chelan	04222	Cashmere School District	2787	Vale Elementary School	3	112	80	71.4	80	71.4	71.4	6	5.4	26	23.2	0	0.0	44	39.3	36	32.1	0	0.0	32	28.6	0	1	0	0	111	67	59.8	67	59.8	60.4	17	15.2	27	24.1	0	0.0	41	36.6	26	23.2	1	0.9	45	40.2	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.98	2.66
2008-09	North Central Educational Service District 171	04	Chelan	04222	Cashmere School District	2787	Vale Elementary School	4	114	91	79.8	91	79.8	79.8	5	4.4	18	15.8	0	0.0	51	44.7	40	35.1	0	0.0	23	20.2	0	1	0	0	114	70	61.4	70	61.4	61.4	16	14.0	28	24.6	0	0.0	23	20.2	47	41.2	0	0.0	44	38.6	0	1	0	0	113	84	73.7	84	73.7	74.3	11	9.6	18	15.8	0	0.0	63	55.3	21	18.4	1	0.9	30	26.3	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.11	2.89
2008-09	North Central Educational Service District 171	04	Chelan	04222	Cashmere School District	3268	Cashmere High School	10	98	95	81.9	82	79.6	83.7	2	1.9	14	13.6	2	1.9	49	47.6	31	30.1	5	4.9	21	20.4	0	14	0	0	102	42	36.2	32	30.2	31.4	40	37.7	30	28.3	0	0.0	29	27.4	3	2.8	4	3.8	74	69.8	0	11	0	0	99	100	86.2	88	84.6	88.9	1	1.0	10	9.6	1	1.0	46	44.2	41	39.4	5	4.8	16	15.4	0	13	0	0	108	37	31.9	37	31.9	34.3	47	40.5	24	20.7	0	0.0	37	31.9	0	0.0	8	6.9	79	68.1	0	1	0	0	2.92	1.88
2008-09	North Central Educational Service District 171	04	Chelan	04228	Cascade School District	2827	Osborn Elementary	3	88	71	78.9	71	78.9	80.7	7	7.8	10	11.1	0	0.0	27	30.0	44	48.9	2	2.2	19	21.1	0	2	0	0	88	59	65.6	59	65.6	67.0	14	15.6	15	16.7	0	0.0	30	33.3	29	32.2	2	2.2	31	34.4	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.16	2.78
2008-09	North Central Educational Service District 171	04	Chelan	04228	Cascade School District	2827	Osborn Elementary	4	89	78	87.6	78	87.6	87.6	2	2.2	9	10.1	0	0.0	29	32.6	49	55.1	0	0.0	11	12.4	0	1	0	0	89	58	65.2	58	65.2	65.2	8	9.0	23	25.8	0	0.0	18	20.2	40	44.9	0	0.0	31	34.8	0	1	0	0	88	56	62.9	56	62.9	63.6	10	11.2	22	24.7	0	0.0	30	33.7	26	29.2	1	1.1	33	37.1	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.40	3.01
2008-09	North Central Educational Service District 171	04	Chelan	04228	Cascade School District	2827	Osborn Elementary	5	97	82	83.7	82	83.7	84.5	3	3.1	12	12.2	0	0.0	35	35.7	47	48.0	1	1.0	16	16.3	0	1	0	0	97	69	70.4	69	70.4	71.1	15	15.3	13	13.3	0	0.0	16	16.3	53	54.1	1	1.0	29	29.6	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97	58	59.2	58	59.2	59.8	13	13.3	26	26.5	0	0.0	30	30.6	28	28.6	1	1.0	40	40.8	0	1	0	0	3.27	3.07
2008-09	North Central Educational Service District 171	04	Chelan	04228	Cascade School District	3564	Cascade High School	10	78	73	83.9	67	82.7	85.9	3	3.7	8	9.9	0	0.0	23	28.4	44	54.3	3	3.7	14	17.3	6	8	0	0	85	42	45.7	36	41.9	42.4	23	26.7	26	30.2	0	0.0	26	30.2	10	11.6	1	1.2	50	58.1	1	8	0	0	81	80	92.0	76	91.6	93.8	0	0.0	5	6.0	0	0.0	36	43.4	40	48.2	2	2.4	7	8.4	6	6	0	0	86	43	47.8	43	47.8	50.0	24	26.7	19	21.1	0	0.0	37	41.1	6	6.7	4	4.4	47	52.2	3	2	0	0	3.26	2.24
2008-09	North Central Educational Service District 171	04	Chelan	04228	Cascade School District	4403	Icicle River Middle School	6	105	97	91.5	97	91.5	92.4	2	1.9	6	5.7	1	0.9	30	28.3	66	62.3	1	0.9	9	8.5	0	1	0	0	106	77	72.0	77	72.0	72.6	9	8.4	20	18.7	1	0.9	38	35.5	38	35.5	1	0.9	30	28.0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.47	2.94
2008-09	North Central Educational Service District 171	04	Chelan	04228	Cascade School District	4403	Icicle River Middle School	7	94	76	80.9	76	80.9	80.9	6	6.4	12	12.8	3	3.2	27	28.7	46	48.9	0	0.0	18	19.1	0	2	0	0	92	68	72.3	68	72.3	73.9	14	14.9	10	10.6	1	1.1	19	20.2	48	51.1	2	2.1	26	27.7	0	2	0	0	92	57	60.6	57	60.6	62.0	12	12.8	23	24.5	0	0.0	40	42.6	17	18.1	2	2.1	37	39.4	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.14	3.01
2008-09	North Central Educational Service District 171	04	Chelan	04228	Cascade School District	4403	Icicle River Middle School	8	79	67	83.8	67	83.8	84.8	9	11.3	3	3.8	2	2.5	15	18.8	50	62.5	1	1.3	13	16.3	0	1	0	0	79	50	62.5	50	62.5	63.3	19	23.8	10	12.5	2	2.5	23	28.8	25	31.3	1	1.3	30	37.5	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	79	55	68.8	55	68.8	69.6	10	12.5	14	17.5	4	5.0	28	35.0	23	28.8	1	1.3	25	31.3	0	1	0	0	3.25	2.60
2008-09	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	1613	Westside High School	10	33	27	52.9	16	40.0	48.5	4	10.0	13	32.5	0	0.0	9	22.5	7	17.5	7	17.5	24	60.0	1	12	0	0	26	2	4.1	1	2.1	3.8	20	41.7	5	10.4	0	0.0	1	2.1	0	0.0	22	45.8	47	97.9	2	3	0	0	34	35	71.4	24	63.2	70.6	1	2.6	9	23.7	0	0.0	19	50.0	5	13.2	4	10.5	14	36.8	1	14	0	0	14	4	8.5	4	8.5	28.6	10	21.3	0	0.0	0	0.0	4	8.5	0	0.0	33	70.2	43	91.5	3	3	0	0	2.13	0.69
2008-09	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	1742	Valley Academy Of Learning	3	16	8	50.0	8	50.0	50.0	2	12.5	6	37.5	0	0.0	4	25.0	4	25.0	0	0.0	8	50.0	0	0	0	0	16	7	43.8	7	43.8	43.8	4	25.0	5	31.3	0	0.0	5	31.3	2	12.5	0	0.0	9	56.3	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.63	2.31
2008-09	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	1742	Valley Academy Of Learning	4	14	8	50.0	8	50.0	57.1	0	0.0	6	37.5	0	0.0	4	25.0	4	25.0	2	12.5	8	50.0	0	0	0	0	14	2	13.3	2	13.3	14.3	8	53.3	4	26.7	0	0.0	1	6.7	1	6.7	1	6.7	13	86.7	1	0	0	0	15	2	13.3	2	13.3	13.3	9	60.0	4	26.7	0	0.0	2	13.3	0	0.0	0	0.0	13	86.7	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.50	1.53
