PK	BuildingNumber	GradeTested	ReadingPercentMet	MathPercentMet	WritingPercentMet	SciencePercentMet
5024	4271	3	54.1	59.5		
5025	4271	4	67	55.3	44.7	
5026	4271	5	62	62		71.3
5027	4271	6	69.2	67.1		
5028	4314	10	43.5		81.8	
5029	4368	3	78.5	64.1		
5030	4368	4	83.3	64.3	64.3	
5031	4368	5	80.3	65.8		65.8
5032	4368	6	72.7	71.8		
5033	4408	3	78.4	73.7		
5034	4408	4	65.7	70.3	59.6	
5035	4408	5	76.3	85.6		79.2
5036	4408	6	75.8	72.5		
5037	4409	7	70.8	60.4	80.5	
5038	4409	8	70.5	54.6		77.2
5039	4427	8				
5040	4427	10	82.2		83	
5041	1713	10				
5042	2552	3	86.7	70		
5043	2552	4	85.7	54.8	70.2	
5044	2552	5	80.2	67.1		78
5045	2552	6	81.1	68.5		
5046	2552	7				
5047	2816	3	96.1	76.5		
5048	2816	4	83	73.1	67.3	
5049	2816	5	72.2	51.9		57.4
5050	2816	6	90	74.3		
5051	3199	3	77	76.7		
5052	3199	4	75	52.7	55.9	
5053	3199	5	79.6	58.1		68.8
5054	3199	6	78	73.7		
5055	3362	10	89.8		90.6	
5056	3612	7	81.9	69.2	80.6	
5057	3612	8	88.1	67		71.9
5058	4205	3	73.4	62.5		
5059	4205	4	92.8	79.7	82.6	
5060	4205	5	89	76.7		83.6
5061	4205	6	100	98		
5062	4365	3	89	73		
5063	4365	4	93	81.7	80.3	
5064	4365	5	84.1	54		58.7
5065	4365	6	88.8	87.6		
5066	4373	3	81.3	70.7		
5067	4373	4	86.9	71.7	75	
5068	4373	5	76.5	54.9		74
5069	4373	6	83.6	67.2		
5070	4452	7	81.6	74.2	77.5	
5071	4452	8	79.4	66		62.8
5072	4500	10	90		87.1	
5073	1768	10	90.6		96.9	
5074	2342	3	82.2	65.1		
5075	2342	4	82.1	35.9	30.8	
5076	2342	5	83.3	62.8		92.9
5077	2448	3	83.8	83.8		
5078	2448	4	84.6	84.6	64.6	
5079	2448	5	87.9	81.8		75.8
5080	2487	3	100	81.8		
5081	2487	4	100	76	68	
5082	2487	5	97.6	92.7		95.1
5083	2621	3	75.6	71.7		
5084	2621	4	82.7	69.8	71.2	
5085	2621	5	71.9	36.8		77.2
5086	2778	3	83.8	70		
5087	2778	4	78.7	67.2	65.6	
5088	2778	5	78.7	67.2		72.1
5089	3066	3	87.1	74.2		
5090	3066	4	63.6	54.5	48.5	
5091	3066	5	89.7	65.5		69
5092	3132	10	95.3		95.5	
5093	3133	5				
5094	3133	6	91.7	75.8		
5095	3133	7	83.6	81.1	86.4	
5096	3133	8	89.1	74.8		80.7
5097	3540	3	85	78		
5098	3540	4	75	50	61.1	
5099	3540	5	83.8	64.9		81.1
5100	3696	6	89.8	78.8		
5101	3696	7	78.6	76.4	85.7	
5102	3696	8	78.9	62		80.3
5103	3697	3	94.3	82.9		
5104	3697	4	76	70.7	81.3	
5105	3697	5	86.6	68.3		81.7
5106	3711	6	86.1	85.1		
5107	3711	7	85.2	84.1	87.6	
5108	3711	8	82.5	74.5		36.3
5109	3960	10	93.6		92.6	
5110	4367	3	88.1	84.5		
5111	4367	4	78.6	84.5	83.3	
5112	4367	5	94.4	84.5		88.7
5113	4458	3	85.1	63.2		
5114	4458	4	90.3	69.4	85.5	
5115	4458	5	85	65		78.3
5116	4472	3	80.7	63.4		
5117	4472	4	85.3	67.4	56.8	
5118	4472	5	80.5	77.9		84.4
5119	4473	6	58.5	41.5		
5120	4473	7	79.1	61.4	70.5	
5121	4473	8	74.5	48.2		65.4
5122	2158	6	61.1	50		
5123	2158	7	52.6	55.3	55.4	
5124	2158	8	61.2	44.8		61.2
5125	2468	10	87		84.3	
5126	4486	3	74.2	67.7		
5127	4486	4	49.2	37.9	41.4	
5128	4486	5	62.5	43.8		66.7
5129	2406	3	83.8	81.2		
5130	2406	4	74.6	71.6	65.2	
5131	2406	5	89.3	86.7		90.7
5132	2406	6	84	77.8		
5133	2406	7	84.7	75	83.3	
5134	2406	8	79.7	58.1		85.1
5135	3067	5				
5136	3067	6	70.6	63.6		
5137	3067	7	64	65.1	68.4	
5138	3067	8	75.4	58.7		73.7
5139	3801	3	87.4	71.3		
5140	3801	4	77.5	67	67.9	
5141	3801	5	73.4	60.8		69.2
5142	4326	10	85.4		87.6	
5143	2457	3				
5144	3509	6				
5145	3509	8				
5146	3509	10	76		77.3	
5147	3795	6	64	51.7		
5148	3795	7	74.2	52.8	55.1	
5149	3795	8	65.9	39.8		62.1
5150	4238	3	73.6	49.5		
5151	4238	4	58	38.3	45.7	
5152	4238	5	61	26.7		53.3
5153	2893	3	72.4	69		
5154	2893	4	72.4	62.1	62.1	
5155	2893	5	69.6	52.2		69.6
5156	2893	6	64.3	57.1		
5157	2893	7	67.5	77.5	76.9	
5158	2893	8	77.4	87.1		71
5159	3467	10	85		77.5	
5160	2278	3				
5161	2278	4				
5162	2278	5				
5163	1772	3				
5164	1772	4	70	30	50	
5165	1772	5				
5166	1772	6				
5167	1772	7	80		100	
5168	1772	8	75	25		58.3
5169	2074	3	80.3	71.8		
5170	2074	4	75.3	67.5	70.5	
5171	2074	5	72	62.7		74.7
5172	2078	3	62.1	56.3		
5173	2078	4	66.2	69.2	49.2	
5174	2078	5	51.9	57		55.7
5175	2159	3	82.3	72.2		
5176	2159	4	74.1	70.6	55.3	
5177	2159	5	65.9	52.4		74.4
5178	2528	3	56	44		
5179	2528	4	61.1	36.1	58.3	
5180	2528	5	63.5	43.5		50.6
5181	2528	6				
5182	2780	6	60.5	28.6		
5183	2780	7	63.7	43.8	60.9	
5184	2780	8	52.2	30.5		54.3
5185	3468	7				
5186	3468	8				
5187	3468	10	88.7		93	
5188	3510	6	74.2	50.5		
5189	3510	7	67.4	57.2	72.2	
5190	3510	8	59.3	29.4		60.3
5191	3728	3	66.2	58.4		
5192	3728	4	58.4	39	54.5	
5193	3728	5	65	45		55
5194	4071	8				
5195	4071	10	80.9		89.4	
5196	4193	3	39.6	38.8		
5197	4193	4	50	37.2	34.9	
5198	4193	5	56	44		68
5199	2114	3	64.4	51.7		
5200	3541	7	62.1	52.9	65.5	
5201	3541	8	59.5	40.5		50
5202	4488	4	52.5	50	47.5	
5203	4488	5	67.1	55.4		54.8
5204	4488	6	53.3	62.7		
5205	2160	3	38.9	61.1		
5206	2160	4	30.8	30.8	46.2	
5207	2160	5	63.2	57.9		42.1
5208	2160	6	64.3	35.7		
5209	2160	7	42.9	47.6	61.9	
5210	2160	8	53.8	46.2		38.5
5211	2160	10	43.8		56.3	
5212	3012	6	71.6	24.3		
5213	3012	7	62.1	48.5	75.8	
5214	3012	8	71.8	42.3		56.4
5215	3613	3	52.5	30.5		
5216	3613	4	45.5	45.5	27.3	
5217	3613	5	63.9	50.8		55.7
5218	4049	10	85.2		85.2	
5219	2174	7	72	72	64	
5220	2174	8	64.5	54.8		71
5221	2386	10	92		100	
5222	2712	3	45	35		
5223	2712	4				
5224	2712	5	31.6	26.3		52.6
5225	2712	6	47.8	39.1		
5226	3574	3				
5227	3574	4	72.7	72.7	27.3	
5228	3574	5	31.6	31.6		42.1
5229	3574	6	70	55		
5230	3575	7	47.6	66.7	57.1	
5231	3575	8	68.4	36.8		47.4
5232	3575	10	72		76	
5233	1647	10	62.5		62.5	
5234	1694	7				
5235	1694	8				
5236	1694	10				
5237	1799	8				
5238	1799	10				
5239	2066	6	82	70.5		
5240	2066	7	86.6	79.7	83.4	
5241	2066	8	80.9	79.1		87.6
5242	2067	3	66.2	64.8		
5243	2067	4	72.4	43.4	50	
5244	2067	5	63.1	50.8		56.9
5245	2075	5				
5246	2075	6	84	71.5		
5247	2075	7	86.2	82.1	79.5	
5248	2075	8	83.5	73.7		80.4
5249	2175	3	87.7	75.4		
5250	2175	4	83.1	78.3	65.9	
5251	2175	5	91.9	71		83.9
5252	2225	3	92.7	73.2		
5253	2225	4	89.1	87	91.3	
5254	2225	5	96.6	82.8		89.7
5255	2261	3	85.3	63.6		
5256	2261	4	60	52.8	54.3	
5257	2261	5	79.3	75.9		82.8
5258	2262	3	93.2	72.9		
5259	2262	4	77.1	67.1	68.6	
5260	2262	5	89.2	64.9		63.5
5261	2365	3	86	86		
5262	2365	4	84.8	84.8	75.8	
5263	2365	5	95	75		87.5
5264	2387	3	81.1	60.4		
5265	2387	4	75	66.1	78.6	
5266	2387	5	78.6	64.3		69.6
5267	2553	10	92.7		91.2	
5268	2817	3	76.2	58.1		
5269	2817	4	66.1	35.7	60.7	
5270	2817	5	73.7	59.6		67.2
5271	3134	3	77.6	89.7		
5272	3134	4	95.7	91.3	91.3	
5273	3134	5	93	77.2		84.2
5274	3200	3	49	38.8		
5275	3200	4	75	68.8	70.2	
5276	3200	5	75	75		81.8
5277	3201	6	70.5	43.1		
5278	3201	7	64.9	53.4	65.1	
5279	3201	8	65.9	45.5		62.4
5280	3202	3	88.9	75		
5281	3202	4	74.4	42.1	69.2	
5282	3202	5	85.4	75.6		90.2
5283	3576	8				
5284	3576	10	93.7		91.6	
5285	4442	6	71.3	62.4		
5286	4442	7	76.2	73.2	79.9	
5287	4442	8	68	65.1		73.6
5288	4515	10	81		84.6	
5289	2263	3				
5290	2263	4				
5291	2263	5				
5292	2263	6				
5293	2458	3	63.8	27.7		
5294	2458	4	43.8	29.2	62.5	
5295	2458	5	58.7	56.5		62.2
5296	2458	6	66	55.3		
5297	2488	7				
5298	2488	8				
5299	2488	10	90.5		88.6	
5300	2607	3	71.4	51		
5301	2607	4	75	53.8	48.1	
5302	2607	5	71.1	47.4		60.5
5303	2607	6	74	66		
5304	3135	10	50		75	
5305	3140	3	22.7	36.4		
5306	3140	4	50	30.8	11.5	
5307	3140	5	22.2	16.7		22.2
5308	3140	6	16.7	7.7		
5309	3140	7	6.3	12.5	18.8	
5310	3140	8	42.1	10		5
5311	3364	3	85.7	59.2		
5312	3364	4	57.4	34	61.7	
5313	3364	5	57.9	44.8		50
5314	3364	6	66.7	74.1		
5315	3762	6				
5316	3762	7	65.6	66.4	75.9	
5317	3762	8	58.8	52.4		70.7
5318	3762	10				
5319	4130	3	67.2	52.5		
5320	4130	4	79.7	59.3	66.1	
5321	4130	5	77.8	58.7		69.8
5322	4130	6	75.9	70.4		
5323	4482	3	53.9	41.6		
5324	4482	4	64.6	58.5	43.1	
5325	4482	5	67.6	59.2		54.9
5326	4482	6	70.6	77.6		
5327	4554	7	76.3	69.1	71.1	
5328	4554	8	71	59.6		71
5329	2713	3	72.7	61.7		
5330	2713	4	73.6	43.6	65	
5331	2713	5	67.6	44.5		60.1
5332	3136	10	91.5		92.6	
5333	3796	6	64.8	60		
5334	3796	7	73.5	64.7	68.4	
5335	3796	8	70.2	50.6		66.9
5336	2219	6	80.2	71.7		
5337	2219	7	87.9	70.9	89.9	
5338	2219	8	73.2	49.5		75.8
5339	4201	10	86.2		92.2	
5340	4324	3	87.9	74.2		
5341	4324	4	87.1	75.7	86.8	
5342	4324	5	80	80		81.8
5343	4517	3	86.8	88.2		
5344	4517	4	82.9	82.9	78.9	
5345	4517	5	83.8	70.3		67.6
5346	2554	7				
5347	2554	8				
5348	2554	10	89.8		88.7	
5349	2584	3	65.4	46.2		
5350	2584	5				
5351	2584	6				
5352	3930	6	68.4	64		
5353	3930	7	65.7	66.7	83.8	
5354	3930	8	69.2	68.3		76.7
5355	4388	4	73.3	74.7	58.7	
5356	4388	5	67.9	69.8		67.9
5357	4388	6				
5358	2459	7				
5359	2459	8				
5360	2459	10	83.9		89	
5361	2489	3	82.8	72.4		
5362	2489	4	76.9	37.5	66.7	
5363	2489	5	82.8	65.5		89.7
5364	2687	6	77.1	64.8		
5365	2687	7	85.7	71.2	95.2	
5366	2687	8	71	51.4		62.6
5367	4428	3	71.9	61.3		
5368	4428	4	57.1	46.4	89.3	
5369	4428	5	78.1	59.4		84.4
5370	4428	6				
5371	4525	3	93	93		
5372	4525	4	98	76	86.3	
5373	4525	5	94.7	80.7		96.5
5374	2343	10	91.1		89.4	
5375	2585	3	59.1	45.5		
5376	2585	4	71.4	47.6	71.4	
5377	2585	5	68.4	21.1		42.1
5378	2585	6	56.4	46.2		
5379	3003	7	60.5	63.7	58.9	
5380	3003	8	64.4	49.3		67.8
5381	3365	3	67.9	67.9		
5382	3365	4	63.8	61.7	48.9	
5383	3365	5	76.9	63.5		60.8
5384	3365	6	85.4	79.2		
5385	4533	3	52.9	43.1		
5386	4533	4	69	48.3	41.4	
5387	4533	5	70	52.5		67.5
5388	4533	6	82.8	58.6		
5389	2087	3				
5390	2087	4				
5391	2087	5				
5392	2087	6				
5393	2087	7				
5394	2087	8				
5395	2088	10				
5396	3137	5	50	33.3		33.3
5397	3137	6				
5398	3137	7				
5399	3137	8				
5400	2052	3	25	15		
5401	2052	4	82.4	76.5	82.4	
5402	2052	5	33.3	9.1		36.4
5403	2052	6	84.6	61.5		
5404	3418	7	72.7	54.5	81.8	
5405	3418	8	60	28		69.6
5406	3418	10	76.2		80	
5407	2499	10	91.2		94.2	
5408	2587	3	88.5	82.7		
5409	2587	4	76.9	73.1	84.3	
5410	2587	5	80.4	73.1		78.4
5411	3203	3	85.5	82.6		
5412	3203	4	88.3	71.8	76.3	
5413	3203	5	83.8	60		77.3
5414	3419	6	82.4	66		
5415	3419	7	82.6	74.9	83.1	
5416	3419	8	76	59.4		77.7
5417	3614	3	71.4	71.4		
5418	3614	4	81.8	71.4	84.4	
5419	3614	5	85.3	77.3		78.7
5420	2894	3	81.3	84.4		
5421	2894	4	90.2	88.2	78.4	
5422	2894	5	80	65.7		65.7
5423	2894	6	86.5	84.6		
5424	2894	7				
5425	3366	7	65	73.3	86.7	
5426	3366	8	68.6	47.1		56.9
5427	3366	10	100		98.1	
5428	2622	3	76.5	82.4		
5429	2622	4	92.3	76.9	84.6	
5430	2622	5	90	60		100
5431	2634	10	90.9		95.2	
5432	2895	3				
5433	2895	4				
5434	2895	5	100	90		100
5435	2896	6				
5436	2896	7				
5437	2896	8	63.6	63.6		81.8
5438	2115	3				
5439	2115	4				
5440	2115	5				
5441	2115	6				
5442	2115	7				
5443	2115	8				
5444	2588	3				
5445	2588	4	80	66.7	60	
5446	2588	5	80	80		80
5447	2588	6	87.5	81.3		
5448	2588	7	90.9	72.7	90.9	
5449	2588	8	64.3	42.9		50
5450	2588	10	86.7		93.3	
5451	2207	3				
5452	2207	4				
5453	2207	5				
5454	2207	6	71.4	66.7		
5455	2207	7	75	66.7	75	
5456	2207	8	84.2	78.9		94.7
5457	3204	3	100	84.6		
5458	3204	4	100	100	87.5	
5459	3204	5	70	70		60
5460	3204	6	75	75		
5461	3204	7	75	85	85	
5462	3204	8	66.7	75		66.7
5463	3204	10	77.8		83.3	
5464	3068	10	81		95	
5465	3069	3				
5466	3069	4				
5467	3069	5	70.6	82.4		70.6
5468	2432	10				
5469	3205	3				
5470	3205	4				
5471	3205	5	64.3	92.9		57.1
5472	3205	6	66.7	66.7		
5473	3205	7				
5474	3205	8	36.4	45.5		63.6
5475	2714	3	53.3	58.7		
5476	2714	4	70.8	80	70.8	
5477	2714	5	68.7	62.7		61.2
5478	2714	6	85.5	61.8		
5479	2714	7	58.6	57.1	81.4	
5480	2714	8	71.7	69.8		52.8
5481	2591	10	82.9		91.7	
5482	2898	3				
5483	2898	5	74.1	50.9		59.3
5484	2898	6	64.5	56.1		
5485	2898	7	62.8	53.3	81	
5486	2898	8	51.9	37.5		47.1
5487	2116	10	74.3		78.6	
5488	2176	3	39.4	33		
5489	2176	4	34.1	41.2	54.1	
5490	2176	5	40	36.5		27.1
5491	2177	3	40.5	40		
5492	2177	4	50.6	55.8	53.8	
5493	2177	5	43.1	28.1		24.1
5494	2314	6	23.8	18		
5495	2314	7	31.4	44.5	40.2	
5496	2314	8	34.1	22.3		20.5
5497	2410	6	46.8	37.3		
5498	2410	7	55.5	52.5	72.8	
5499	2410	8	51.7	40.2		32.9
5500	2433	3	53.1	30.9		
5501	2433	4	53.9	46.1	43.8	
5502	2433	5	50.6	45.6		40.5
5503	2529	3	58.4	46.8		
5504	2529	4	50	35.4	35.4	
5505	2529	5	55	50.6		46.8
5506	2592	3	64.7	57.8		
5507	2592	4	60	58.6	52.7	
5508	2592	5	43.9	60.2		29.9
5509	2715	3	45.3	39.6		
5510	2715	4	47.1	45.3	51.8	
5511	2715	5	32.7	37.3		27.5
5512	2818	3	61.7	50.6		
5513	2818	4	54.9	45.1	58.5	
5514	2818	5	57.7	47.4		55.8
5515	2819	3	77	46.6		
5516	2819	4	61.5	36.9	49.2	
5517	2819	5	53.5	41.7		43.1
5518	2899	3	48.5	26.7		
5519	2899	4	65.5	54.8	64.3	
5520	2899	5	47.6	45.1		37.8
5521	3023	3	76.9	30.8		
5522	3023	4	55.2	34.5	58.6	
5523	3023	5	45.8	33.3		29.2
5524	3023	6	57.7	38.5		
5525	3023	7	65.4	69.2	61.5	
5526	3023	8	65.5	65.5		62.1
5527	3138	3	55.1	48.3		
5528	3138	4	37.2	51.7	29.1	
5529	3138	5	43.5	44.2		16.5
5530	3206	10	79.1		80.9	
5531	3264	3	52.6	29.5		
5532	3264	4	47.4	40	42.1	
5533	3264	5	39.5	30.7		28.9
5534	3312	3	73	62.2		
5535	3312	4	62.5	52.8	63.9	
5536	3312	5	62.3	47.8		56.5
5537	3368	6	55.1	34.9		
5538	3368	7	63.1	53.2	65.2	
5539	3368	8	53.5	40.6		46.5
5540	3615	6	35.9	25.7		
5541	3615	7	46	46.4	61.6	
5542	3615	8	38.4	48.3		43
5543	3817	3	40.8	42.7		
5544	3817	4	30.2	37.2	30.2	
5545	3817	5	39.3	29.8		21.4
5546	3817	6				
5547	3817	7				
5548	4093	7				
5549	4093	8				
5550	4093	10	34		49	
5551	2344	10	84		82.3	
5552	2530	3	77.8	64.4		
5553	2530	4	65.1	69.9	57.8	
5554	2530	5	74.1	68.2		65.9
5555	2821	3	76.4	65.3		
5556	2821	4	67.2	48.4	47.7	
5557	2821	5	77.3	68		74.7
5558	4055	6	50	25		
5559	4055	7	46.1	27	72.5	
5560	4055	8	53.6	23.1		45.2
5561	4487	3	72.1	69.8		
5562	4487	4	50.7	43.5	45.6	
5563	4487	5	61.5	47.7		47.7
5564	2388	10	85.5		85.8	
5565	2716	3	72.1	66.2		
5566	2716	4	74	66.7	56.3	
5567	3265	3	72.7	58.3		
5568	3265	4	70.8	70.8	50.9	
5569	4161	7				
5570	4161	8	71.9	62.5		68.8
5571	4161	10				
5572	4272	8				
5573	4272	10	40		41	
5574	4546	5	64.8	57.7		70.3
5575	4546	6	66.4	56.7		
5576	4546	7	64.9	63.8	67.7	
5577	3070	3	70.8	63.9		
5578	3070	4	54.2	23.7	20.3	
5579	3070	5	52	32		57.3
5580	3070	6	53.5	32.4		
5581	3070	10				
5582	1645	10	17.4		13	
5583	1776	10				
5584	2345	3	55	38		
5585	2345	4	45	50.9	38.9	
5586	2345	5	59.4	38.6		42.6
5587	2345	6				
5588	2345	10				
5589	2555	10	78.7		83.8	
5590	2756	3	58.6	54.5		
5591	2756	4	62.5	56.3	47.5	
5592	2756	5	58	45.7		34.6
5593	3013	3	60	65.3		
5594	3013	4	52.4	59.8	35.4	
5595	3013	5	40	53.5		38
5596	3071	6	50.8	41.2		
5597	3071	7	43.4	53.7	32	
5598	3071	8	60.3	53.6		38.9
5599	2469	3	48.5	45.6		
5600	2469	4	65.5	52.7	54.5	
5601	2469	5	35.6	39.4		26
5602	2717	3	75.6	66.7		
5603	2717	4	72.2	82.2	68.2	
5604	2717	5	51	69.9		45.6
5605	2959	10	70.7		77.6	
5606	3313	6	61.7	58.7		
5607	3313	7	48.8	52.5	52.7	
5608	3313	8	54.1	48.3		34.9
5609	4000	3	50.7	45.2		
5610	4000	4	46.7	57	44.9	
5611	4000	5	36.4	29.9		36.4
5612	4497	3	48	40.5		
5613	4497	4	54.5	45.5	49	
5614	4497	5	50.4	47.8		38.3
5615	1508	6				
5616	1508	7	10			
5617	1508	8	10.5			5.9
5618	1508	10	30.4		41.3	
5619	2264	6	48.3	32.8		
5620	2264	7	34.4	52.3	49.8	
5621	2264	8	44.6	31		32.9
5622	2608	3	58.1	41.9		
5623	2608	4	67.2	23.5	53.7	
5624	2608	5	59.7	38.9		41.7
5625	2635	3	43.8	37.5		
5626	2635	4	43.8	10	36.3	
5627	2635	5	36.4	25.8		36.4
5628	2900	8				
5629	2900	10	81.7		87.8	
5630	4106	3	45.3	20.9		
5631	4106	4	45.5	18	37.1	
5632	4106	5	43.7	35.7		40
5633	4106	7				
5634	2718	7	51.3	56.3	63.8	
5635	2718	8	43.6	51.1		59.6
5636	3072	3	67.7	63.6		
5637	3072	4				
5638	3073	4	49.4	50.6	65.8	
5639	3073	5	54.7	52.3		32.6
5640	3073	6	50.5	50.5		
5641	4559	10	79.8		92.2	
5642	2531	5	42.6	38.6		22.8
5643	2531	6	41.4	28.8		
5644	2531	7	35	40.1	59.1	
5645	2531	8	34.2	31.6		28.1
5646	3314	10	65.8		80.3	
5647	4535	3	56.6	56.6		
5648	4535	4	65.2	64.3	47.8	
5649	2240	10	72.9		80.6	
5650	2783	3	62.9	55.7		
5651	4221	4	61.6	42.3	42.3	
5652	4221	5	70.9	47.7		66.3
5653	4221	6	68.6	35.3		
5654	4481	7	56.3	35.5	67.2	
5655	4481	8	58.5	29.2		45.3
5656	2131	6	47.3	28.2		
5657	2131	7	48.8	35.5	48.6	
5658	2131	8	45.8	21.1		24.1
5659	2757	3	60.8	49		
5660	2757	4	26.8	32	20.6	
5661	2757	5	47.5	49.5		29.4
5662	2960	3	39.4	30.1		
5663	2960	4	56.1	47.4	46.4	
5664	2960	5	45	37		32
5665	3141	10	75		78	
5666	4022	10	25			
5667	4518	3	43.1	33.3		
5668	4518	4	33.3	34.7	52.8	
5669	4518	5	35.8	30.2		34
5670	2505	3	77.3	73.9		
5671	2505	4	92.5	94.6	93.5	
5672	2758	3	79.5	65.9		
5673	2758	4	76.2	69	81	
5674	2822	3	86	82		
5675	2822	4	71.4	60.7	60.7	
5676	3074	8				
5677	3074	10	89.4		92.2	
5678	3207	3	83.3	66.7		
5679	3207	4	80	76	82	
5680	3699	3	80.6	87.5		
5681	3699	4	70	77.1	72.9	
5682	4040	7	63.7	64.7	73.4	
5683	4040	8	68.7	56.2		62.1
5684	4448	3	81.3	68.8		
5685	4448	4	83.9	73.6	73.6	
5686	4506	5	73.8	60.8		63.9
5687	4506	6	75.6	56.6		
5688	4506	7				
5689	4506	8				
5690	2389	7	18.1	26.4	20.8	
5691	2389	8	27.4	19.4		11.3
5692	2506	3	36	27.3		
5693	2506	4	44.6	29.7	18.9	
5694	2506	5	34.6	16		22.2
5695	2506	6	29.3	21.3		
5696	2532	10	50.7		53.4	
5697	4568	10	89.4		90.6	
5698	1900	10				
5699	1898	3				
5700	1898	8				
5701	1898	10				
5702	2973	6	50	33.3		
5703	2973	7	50	66.7	41.7	
5704	2973	8	40	60		30
5705	2973	10	47.4		63.2	
5706	1907	3	90	40		
5707	1907	4				
5708	1907	5				
5709	1907	6	83.3	15.4		
5710	1907	7				
5711	1907	8				
5712	1907	10				
5713	4214	6	33.3	22.2		
5714	4214	7	14.3		21.4	
5715	4214	8		12.5		
5716	4564	5				
5717	4564	6	33	31.2		
5718	4564	7	44.7	43.6	40.4	
5719	4564	8	39.4	36.1		33.1
5720	4581	3	69.9	59.1		
5721	4581	4	59.7	44.9	60.5	
5722	4581	5	71	50		49.3
5723	4581	6	69	53.5		
5724	4573	3	69.9	56.6		
5725	4573	4	86.2	61.7	84.9	
5726	4573	5	83.5	72.5		80.6
5727	4571	3	78.9	46.1		
5728	4571	4	70.3	59.4	64.1	
5729	4571	5	78.8	69.7		77.3
5730	4566	3				
5731	4566	4				
5732	1903	10				
5733	1880	10				
5734	1881	5				
5735	1881	8				
5736	3340	7				
5737	3340	8				
5738	3340	10				
5739	2878	3				
5740	4215	3	21.4	28.6		
5741	4215	4	52.9	47.1	29.4	
5742	4215	5	37.5	43.8		31.3
5743	3294	6				
5744	3294	7				
5745	3294	8				
5746	3294	10				
5747	4217	4	49.5	32.1	56.9	
5748	4217	5	61.4	36.8		54.4
5749	3643	7	20	50	38.1	
5750	3643	8	31.6	42.1		57.9
5751	1819	3				
5752	1819	4				
5753	1819	6				
5754	1819	7				
5755	1819	8				
5756	1819	10				
5757	1910	3				
5758	1910	4				
5759	1910	5				
5760	1910	6				
5761	1910	7				
5762	1910	8				
5763	1910	10				
5764	3363	7				
5765	3363	8				
5766	3363	10				
5767	1815	5				
5768	1815	6				
5769	1815	8				
5770	1815	10				
5771	3396	10				
5772	3193	7				
5773	3193	8				
5774	3193	10				
5775	1919	3	41.7	25		
5776	1919	4				
5777	1919	5				
5778	1919	6				
5779	1919	7				
5780	1919	8				
5781	1919	10				
5782	1904	3				
5783	1904	4				
5784	1904	5				
5785	1904	6				
5786	1904	7				
5787	1904	8				
5788	1904	10				
5789	1835	10				
5790	2407	10				
5791	1851	8				
5792	1851	10				
5793	4092	6				
5794	4092	7				
5795	4092	8				
5796	4092	10				
5797	1845	3				
5798	1845	4				
5799	1845	5				
5800	1845	7				
5801	1845	8				
5802	1845	10				
5803	4575	6	64.7	62.1		
5804	4575	7	60	60.7	55.5	
5805	4575	8	43.5	46.4		41.8
5806	1829	7				
5807	1829	8				
5808	1829	10				
5809	1939	8				
5810	4007	7				
5811	4007	8				
5812	4007	10				
5813	1928	10				
5814	4567	8				
5815	4567	10	94.2		97.2	
5816	2986	10				
5817	2601	6				
5818	2601	7				
5819	2601	8				
5820	2601	10				
5821	3446	3	75	69		
5822	3446	7				
5823	3446	8				
5824	3446	10				
5825	3143	6				
5826	3143	7				
5827	3143	8				
5828	3143	10				
5829	4580	7	51.5	24.2	63.6	
5830	4580	8	61.9	40.5		57.1
5831	4580	10	57.9		70.6	
5832	4582	8	65.6	42.3		58.7
5833	4582	10				
5834	4576	3	79.4	90.5		
5835	4576	4	63.9	55.7	49.2	
5836	4576	5	74.6	63.5		75
5837	4578	7	68.9	58.2	74.8	
5838	4578	8	55.2	35.3		48
5839	1852	3	54.8	21.4		
5840	1852	4	58.3	19.4	30.6	
5841	1852	5	67.6	5.9		58.8
5842	1852	6	63.6	27.3		
5843	1852	7	38.2	26.5	47.1	
5844	1852	8	57.1	21.4		45.2
5845	1852	10	80.5		73.2	
5846	1935	10	95.8		91.7	
5847	3569	5				
5848	3569	7				
5849	3569	8	13.3	6.9		16.7
5850	3569	10	39.5		39.5	
5851	1966	3	53.5	37.2		
5852	1966	4	55.9	32.4	35.3	
5853	1966	5	65.5	30.9		49.1
5854	1966	6	57.5	27.5		
5855	1966	7	62.5	51.8	50	
5856	1966	8	47.1	27.5		41.2
5857	1966	10	80.9		70.2	
5858	1962	10				
5859	4524	6				
5860	4524	7				
5861	4524	8				
5862	4524	10				
5863	1940	10				
5864	2027	10	47.1		33.3	
5865	1735	10				
5866	1667	3				
5867	1667	4				
5868	1667	6				
5869	1667	7				
5870	1667	8				
5871	1926	3	70	20		
5872	1926	4				
5873	1926	5	42.9	14.3		28.6
5874	1926	6	50	30.8		
5875	1926	7	50	36.4	45.5	
5876	1926	8	77.8	16.7		77.8
5877	3522	5				
5878	3522	6	95.4	96.6		
5879	3522	7	95.3	98.8	98.8	
5880	3522	8	88.2	94.1		90.6
5881	3522	10	100		98.6	
5882	1802	8				
5883	1802	10				
5884	1968	10				
5885	3481	6				
5886	3481	7				
5887	3481	8				
5888	3481	10				
5889	1934	10	75			
5890	1820	10				
5891	1927	10	75		69.2	
5892	4577	3	81.7	70		
5893	4577	4	67.2	36.2	56.9	
5894	4577	5	78.2	23.6		69.1
5895	1941	3	72.7	40.9		
5896	1941	4	76.9	46.2	53.8	
5897	1941	5	78.6	30.8		50
