BuildingNumber	GradeTested	ReadingPercent	MathPercentMet	WritingPercentMet	SciencePercentMet
4185	6	67.1	68.4		
4185	7	72.7	75.8	80.3	
4185	8	75.9	85.8		61.7
4529	3	93.5	88.7		
4529	4	83.1	77.5	88.7	
4529	5	83.3	62.7		54.8
3192	10	83.1	47.4	93.5	51.9
3794	3	84.8	84.8		
3794	4	79.5	68.5	86.3	
3794	5	87.5	73.2		39.3
1769	10	62.5	6.7	62.5	0
2447	6	65.8	45.9		
2447	7	64.5	57.1	83.2	
2447	8	66.7	51.2		59.7
2814	3	82.5	74.6		
2814	4	66.7	54	61.9	
2814	5	68.3	39.7		15.9
2954	3	82.2	64.4		
2954	4	71.6	44.8	77.6	
2954	5	65.3	30.7		25.3
3309	3	82.6	71.7		
3309	4	81.3	66.4	90.7	
3309	5	89.9	77.2		57
3610	10	86.8	53	89.4	58.4
3761	3	89.4	87.2		
3761	4	83.7	55.1	79.6	
3761	5	76.5	49		19.6
1712	3	96	84		
1712	4	90.5	61.9	71.4	
1712	5	77.8	61.1		50
1712	6	62.5	62.5		
1712	7	75	56.3	100	
1712	8	100	68.8		87.5
2653	3	58.3	53.6		
2653	4	72.3	53.8	50.8	
2653	5	60	36		18.7
2955	3	80	78.3		
2955	4	76.9	63.5	69.2	
2955	5	84.2	73.7		36.8
3128	3	75	72.9		
3128	4	63.8	55.3	48.9	
3128	5	61.8	32.7		30.9
3360	10	79.8	36.3	89.3	59.7
3695	5				
3695	6	54.7	39.1		
3695	7	68.8	48.6	77.5	
3695	8	71.9	30.6		44.2
4097	3	73.3	53.3		
4097	4	64.7	39.7	44.8	
4097	5	55	60		15
4112	6	58.6	47.7		
4112	7	62.3	48.5	60.8	
4112	8	66.4	43.8		56.3
4211	3	92.3	92.3		
4211	4	73.1	61.5	42.3	
4211	5	71.4	60.7		20.4
3416	10	80	42.5	84.6	31.6
4226	3	75	60.7		
4226	4	93.3	66.7	60	
4226	5	69.7	63.6		21.2
4226	6	63.6	45.5		
4226	7	53.1	43.8	56.3	
4226	8	62.9	45.7		42.9
1628	10	51.1	7.1	61.5	1.8
1755	5	80.8	65.4		26.9
1755	6	75.8	61.3		
1755	7	72.4	60.5	78.7	
1755	8	76.4	36.4		60
2956	3	70.7	53.4		
2956	4	65.2	43.5	63	
2956	5	87.3	78.2		69.1
3129	3	49.1	45.3		
3129	4	72.9	64.6	75	
3129	5	62.2	51.4		40.5
3194	3	75	69.7		
3194	4	67.5	55.3	71.1	
3194	5	82.5	57.1		34.9
3195	10	77.1	45.5	84.5	45.4
3196	3	82.3	53.2		
3196	4	80	72	76	
3196	5	77.1	68.8		60.4
3538	6	58.6	46.4		
3538	7	64.1	48	66.8	
3538	8	75.7	32		48.2
2173	3	68.3	51.4		
2173	4	60.2	64.1	63.3	
2173	5	67.9	64.3		34.1
3261	6	68.6	49.6		
3261	7	78.6	57.9	81.1	
3261	8	72.1	40.6		49.7
4123	10	81.4	36.8	94.2	47.3
2525	3	79.2	58.3		
2525	4	83.3	65.3	57.1	
3466	6	64.8	54.1		
3466	7	53	54.5	44.8	
3466	8	69.1	51.5		50.5
4033	3	63	56.8		
4033	4	71.2	72.6	64.4	
4033	5	62.2	52.3		25.2
4033	7				
4228	10	81.2	41.9	92.5	38.3
2049	3				
2049	4				
2049	5				
2049	6				
2049	7				
2049	8				
1709	10				
1763	3				
1763	4				
1763	5				
1763	6				
1763	7				
1763	8				
1763	10				
2404	10	83.1	44.2	84.3	65.9
2664	3	70.3	42.2		
2664	4	64.3	37.5	58.9	
2664	5	85.2	52.5		52.5
2664	8				
3009	6	78	52.5		
3009	7	67.1	65.7	64.8	
3009	8	67.7	61.3		66.1
2550	10	70.6	17.6	88.2	35.3
2405	3	57.1	14.3		
2405	4	58.3	44.4	50	
2405	5	54.5	36.4		9.1
2405	6	57.1	52.4		
2405	7	47.4	31.6	63.2	
2405	8	42.9	17.9		39.3
1594	8				
1594	10	57.1	5.9	42.9	12.5
2957	3	74.7	72		
3310	10	86.6	42.8	90	42.9
3831	7	75.7	42	76.8	
3831	8	77.4	60.1		63.9
4180	3	85.1	48.9		
4180	4	85.2	53.1	73.2	
4180	5	63.9	40.6		28.2
4180	6	83.5	50.4		
2480	3	78.6	57.1		
2480	4	72.7	54.5	40.9	
2480	5	61.9	33.3		4.8
2480	6	57.1	50		
4394	3				
4394	4	50	25		
4394	5				
4394	6	35.7	42.9		
4394	7	60	53.3	40	
4394	8				
3197	4				
3197	6				
3508	3	53.8	53.8		
3508	4	72.2	83.3	72.2	
3508	5	52.9	47.1		5.9
3508	6	21.1	20		
3508	7	47.4	42.1	52.6	
3508	8	46.2	0		30.8
3508	10	78.9	26.3	94.7	26.3
2297	3	63.6	45.5		
2297	4	80	60	80	
2297	5	62.5	45.8		33.3
3311	10	68.3	30	79.5	35
3894	6	58.1	54.8		
3894	7	56	32	68	
3894	8	76.2	16.7		50
2062	3				
2062	4	47.1	52.9	52.9	
2062	5				
2062	6				
2062	7	70	80	80	
2062	8				
2958	10	84.6	7.7	92.3	16.7
2385	3	73.1	75		
2385	4	66.7	56.1	66.7	
3198	5	74.5	56.9		44
3198	6	65.2	52.2		
3198	7	61.5	49.2	61.5	
3198	8	90	61.7		91.5
4206	10	76.1	25.4	88.2	42.6
1627	6				
1627	7				
1627	8				
1627	10	69.2	8.1	67.6	15.8
2260	3	87	76.6		
2260	4	74.1	67.2	75.9	
2260	5	82.2	71.2		43.8
2260	6	73.9	49.4		
2481	7	62	49.8	65.4	
2481	8	72.5	45		47.9
2481	10				
2633	10	77.6	37.8	85.4	36
3848	3	75.9	70.1		
3848	4	62.9	57.1	52.9	
3848	5	77.3	64		74.7
3848	6	67.6	46.5		
4224	3	76.1	59.7		
4224	4	70.1	67.2	76.1	
4224	5	76.4	49.4		42
4224	6	64.5	51.3		
4346	3	74.6	67.2		
4346	4	67.3	68.5	70.4	
4346	5	65	38.8		21.3
4346	6	81.3	46.7		
4451	3	81.8	74.2		
4451	4	74.4	70.5	74.4	
4451	5	86.4	72.7		67
4451	6	72.2	58.3		
2754	3	83.8	73.7		
2754	4	82.1	67.4	77.9	
2754	5	81.4	65.2		49.1
2754	6	68.2	63.5		
3010	10	81	42.9	86.5	45.8
3130	3	79.4	75		
3130	4	87.4	66.3	78.9	
3130	5	69	62.1		27.9
3130	6	50.6	37.3		
3262	3	73.6	62.3		
3262	4	61.3	40.3	35	
3262	5	65.2	57.6		39.4
3262	6	50	62.5		
3361	7	67.3	52.3	67.8	
3361	8	67	47.9		50.5
3539	3	80	81.9		
3539	4	80.4	74.1	75	
3539	5	86.2	77.6		47.4
3539	6	71.4	60		
3611	7	53.1	40	60	
3611	8	62	38.5		50.9
3653	3	77.6	73.7		
3653	4	75	64.3	58.9	
3653	5	61.8	58.2		18.2
3653	6	65.5	62.1		
3709	3	74.4	87.2		
3709	4	76.7	75.6	60.5	
3709	5	75.7	75.7		27
3709	6	66.2	55.4		
3710	10	87.1	35	92.9	48.5
4058	3	85.9	75.7		
4058	4	85.1	68.9	81.1	
4058	5	77.8	65.4		39.5
4058	6	64.5	53.2		
4122	3	75.8	83.9		
4122	4	67.5	40	52.5	
4122	5	62.7	56.6		31.3
4122	6	63.9	63.9		
4255	3	77.2	73.7		
4255	4	61.6	45.2	52.1	
4255	5	52.9	42.9		15.7
4255	6	42	24.6		
4271	3	74.2	51		
4271	4	57.1	44.2	49.4	
4271	5	48.6	51.4		28.4
4271	6	58.5	54.7		
4314	10	72	14.8	80	14.3
4368	3	67.2	64.7		
4368	4	62.9	48.5	58.8	
4368	5	70.5	41.1		26.3
4368	6	63.4	47.3		
4408	3	83.6	86.3		
4408	4	83.8	80	72.5	
4408	5	78.6	66.7		35.7
4408	6	66.2	70.4		
4409	7	64.4	53	75.4	
4409	8	76.9	42.7		62.7
4427	10	80.9	31.4	88.4	38.6
1713	10				
2552	3	87.3	72		
2552	4	79.1	62.8	66.3	
2552	5	83.6	62.7		44.5
2552	6	76.8	72.8		
2816	3	84.5	67.6		
2816	4	78.3	65	66.7	
2816	5	87.5	40.6		37.5
2816	6	77.6	53.9		
3199	3	75.3	67.1		
3199	4	77.6	56.5	55.3	
3199	5	80.7	56.6		20.5
3199	6	81.6	67.3		
3362	10	86.8	41.8	92.3	48.4
3612	7	70.9	58.8	72.1	
3612	8	82.4	61.1		64.2
4205	3	94.3	84.9		
4205	4	80.3	63.2	73.7	
4205	5	95.8	78.9		59.2
4205	6	84.6	79.5		
4365	3	86.8	69.1		
4365	4	81.2	62.3	81.2	
4365	5	74.1	50		31
4365	6	68.1	66.7		
4373	3	90.9	83.6		
4373	4	73.5	39.7	66.2	
4373	5	85.5	69.6		37.7
4373	6	82	66.7		
4452	7	74.8	60.6	70.9	
4452	8	75	55.4		43.8
4500	10	88.5	49	91.9	57.8
1768	10	94.7	11.8	86.8	40
2342	3	71.7	52.3		
2342	4	70.9	30.9	47.3	
2342	5	80	51		49
2448	3	68.3	58.3		
2448	4	72.5	72	58.8	
2448	5	81.4	45.8		33.9
2487	3	83.3	76.2		
2487	4	93.5	74.2	67.7	
2487	5	91.9	91.9		48.6
2621	3	73.1	30.8		
2621	4	78.7	55.3	70.2	
2621	5	75.6	31.7		24.4
2778	3	84.3	68.6		
2778	4	78.8	68.8	71.3	
2778	5	80	63.1		33.8
3066	3	90.5	66.7		
3066	4	84	52	56	
3066	5	88.9	48.1		29.6
3132	8				
3132	10	90.1	69	94.9	72.5
3133	4				
3133	5				
3133	6	77.9	58.9		
3133	7	74.5	73.5	86.7	
3133	8	87.1	78.2		63.4
3540	3	88.2	84.3		
3540	4	74.5	53.2	57.4	
3540	5	83.3	47.5		41.7
3696	6	74.8	53.2		
3696	7	76.4	69.3	79.3	
3696	8	79.6	48.2		67.2
3697	3	92.9	82.1		
3697	4	85.9	64.8	71.8	
3697	5	87.5	64.1		67.2
3711	6	79.2	75.4		
3711	7	79.9	85.9	83.7	
3711	8	81	76.6		67.6
3960	10	86.2	55.5	92.8	56.1
4367	3	92.4	92.4		
4367	4	86.6	79.4	76.3	
4367	5	88.3	78.7		53.2
4458	3	76.9	65.2		
4458	4	78.7	66.7	64	
4458	5	86.5	58.1		43.2
4472	3	84.9	65.8		
4472	4	71.8	61.9	68.2	
4472	5	76.8	43.9		40.2
4473	6	72.9	62.7		
4473	7	71.2	64.4	66.4	
4473	8	74.7	62.3		59.6
2158	6	63.3	56.7		
2158	7	49.2	41.3	63.5	
2158	8	70.8	47.7		38.5
2468	10	84.6	31.9	94.6	33
4486	3	74.6	85.3		
4486	4	53.6	20.3	37.7	
4486	5	60	53.3		28
2406	3	87.1	68.6		
2406	4	80.3	58.7	60.3	
2406	5	81.3	58.8		41.3
2406	6	72.8	59.3		
2406	7	79.7	68.4	70.9	
2406	8	85.9	60.6		76.1
2029	10	36	2.8	32.9	9.5
3067	6	64	66.2		
3067	7	57.8	45.9	66.3	
3067	8	75.3	61.7		58.1
3801	3	72.2	70.5		
3801	4	65.7	37.6	48.8	
3801	5	79.1	57		43.6
4326	10	79.5	35	89.3	40.8
2457	6				
3509	6				
3509	7				
3509	10	82.8	38.1	89	40.3
3795	6	47.9	35.4		
3795	7	53	34	49	
3795	8	65.9	38.5		45.1
4238	3	76.1	46.7		
4238	4	65.2	44.9	55.1	
4238	5	66.7	48.5		33.3
4238	6				
2893	3	65.6	46.9		
2893	4	74.2	51.6	64.5	
2893	5	72.5	62.5		17.5
2893	6	70.6	35.3		
2893	7	68.6	58.8	76.5	
2893	8	78	31.7		46.3
3467	10	84.6	27.5	87.2	30
2278	3				
2278	4				
2278	5				
1772	3	60	10		
1772	4	87.5	37.5	56.3	
1772	5				
1772	6				
1772	7	83.3	75	75	
1772	8				
2074	3	70.5	62.8		
2074	4	66.2	39	60.5	
2074	5	75	45.8		48.6
2078	3	63.8	40.6		
2078	4	53.8	45.5	41	
2078	5	66.2	55.1		34.8
2159	3	78.8	68.8		
2159	4	73.8	64.3	58.3	
2159	5	68.8	37.5		25
2528	3	56.5	29		
2528	4	56.3	33.8	47.9	
2528	5	57.4	31.1		11.5
2780	5				
2780	6	50	42		
2780	7	68.3	52.7	75.3	
2780	8	72.5	51.5		53
3468	8				
3468	10	82.3	38.6	92.1	49.5
3510	6	56.3	39.8		
3510	7	69.5	49	66	
3510	8	66.5	39.9		61.9
3728	3	80	55		
3728	4	65	38.8	60	
3728	5	60.5	57.9		36.8
4071	8				
4071	10	59.3	3.7	74	14.3
4193	3	51.2	38.1		
4193	4	36.5	7.7	26.9	
4193	5	55.1	31.3		10.6
2114	3	51.8	44		
3541	7	68.2	50	74.2	
3541	8	70.1	42.9		41.6
4488	4	48.2	43.4	39.8	
4488	5	53.1	31.3		22.7
4488	6	41	46.2		
2160	3	61.5	61.5		
2160	4	43.5	39.1	52.2	
2160	5	81	47.6		14.3
2160	6	50	17.9		
2160	7	52.6	52.6	31.6	
2160	8	66.7	29.6		18.5
2160	10	85.7	57.1	81	71.4
3012	6	70	28.6		
3012	7	50.7	40	68	
3012	8	64.2	39.5		46.9
3613	3	63.8	39.7		
3613	4	70.2	31.9	40.4	
3613	5	70	47.1		50
4049	10	81.9	41.4	84.1	38
2174	6	33.3	20		
2174	7	37	55.6	44.4	
2174	8	50	50		53.3
2386	10	92.3	48.1	96.2	59.3
2712	3	61.9	47.6		
2712	4	72.2	55.6	61.1	
2712	5	55.6	25.9		22.2
3574	3	94.4	83.3		
3574	4	35.7	21.4	57.1	
3574	5	33.3	6.7		0
3574	6	52.9	47.1		
3575	7	33.3	32.1	42.9	
3575	8	41.2	11.8		5.9
3575	10	87.5	35.3	80	11.8
1647	10	78.9	21.1	82.4	21.1
1694	8				
1694	10				
1799	10	86.7	0	93.3	6.3
2066	6	74.7	57.7		
2066	7	89.4	83.3	89.5	
2066	8	83.3	71		72.9
2067	3	71.4	60		
2067	4	50	37.1	41.4	
2067	5	59	55.7		34.4
2075	6	78.7	50.8		
2075	7	81.9	78.7	75	
2075	8	85.6	55.4		75.2
2175	3	78.3	76.7		
2175	4	70.4	61.7	58	
2175	5	88.2	77.6		61.8
2261	3	72	26		
2261	4	62.9	38.9	54.3	
2261	5	82.9	57.1		77.1
2262	3	80.2	64.2		
2262	4	69.3	61.3	64	
2262	5	81.5	50		34.8
2365	3	95.3	72.1		
2365	4	82.4	79.4	85.3	
2365	5	84.6	66.7		43.6
2387	3	75.8	74.2		
2387	4	74.6	46.5	60.6	
2387	5	63.1	37.9		21.5
2431	3	64.7	54.9		
2431	4	75.6	56.1	70	
2431	5	77.4	39.6		34
2553	10	90	54.2	94.4	60
2817	3	63.4	49.3		
2817	4	65.1	36.5	50.8	
2817	5	73.9	45.5		39.8
3134	3	91.1	89.1		
3134	4	80.5	73.2	69.9	
3134	5	87.5	75.3		63.8
3200	3	34.8	26.1		
3200	4	56.5	56.5	50	
3200	5	61.7	29.8		25.5
3201	6	54.5	36.8		
3201	7	52.4	45.3	56.3	
3201	8	67.5	31.6		55.7
3202	3	75	62.5		
3202	4	73	54.1	70.3	
3202	5	80	66		64
3576	10	85.3	65	93	72.6
4442	6	77.3	61.8		
4442	7	75.1	73.2	86.6	
4442	8	75.4	54.6		64.3
4515	10	75.4	44	81.4	47.9
2263	3				
2263	4	63.6	36.4	63.6	
2263	5	69.2	53.8		38.5
2263	6				
2458	3	58.5	42.6		
2458	4	64.3	32.1	65.5	
2458	5	58.5	45.3		30.2
2458	6	66.7	52.1		
2488	8				
2488	10	86.2	46.9	90.1	46.9
2583	3	94.9	94.9		
2583	4	90.5	85.9	81	
2583	5	76	65.3		34.7
2583	6	72.6	51.2		
2607	3	74	68		
2607	4	69.4	53.1	38.8	
2607	5	68	46		24
2607	6	63.9	72.1		
3135	10	44.4	0	77.8	0
3140	3	21.1	15.8		
3140	4	18.2	13.6	4.5	
3140	5	20	20		5
3140	6	18.2	9.1		
3140	7	31	13.8	40	
3140	8	12.5	4.2		4
3364	3	70.4	44.4		
3364	4	58.6	34.5	48.3	
3364	5	80	56.4		21.8
3364	6	70.6	54.9		
3762	4				
3762	7	65	59.9	83.8	
3762	8	70.1	63.4		59.8
4130	3	75	60.5		
4130	4	80.9	76.5	79.4	
4130	5	81	65.5		51.7
4130	6	65.8	64.4		
4482	3	65	67.5		
4482	4	53.5	56.3	42.3	
4482	5	61.4	48.6		30
4482	6	53.2	55.8		
4554	7	63.7	62.2	66.3	
4554	8	65.9	55.1		49.2
2713	3	77.3	44.2		
2713	4	79.3	51.7	64.9	
2713	5	68.9	46.1		27.5
3136	10	83.1	46.5	90.5	60.4
3796	6	65.9	59.1		
3796	7	71.3	68.9	77.2	
3796	8	70.5	52.4		58.3
2219	6	59.8	41.5		
2219	7	62.7	52.2	80.4	
2219	8	73.2	42.9		68.6
4201	10	83.1	49.5	91	53.8
4324	3	83.6	74.5		
4324	4	74.1	79.7	75.9	
4324	5	67.8	44.1		38.3
4517	3	82.5	75		
4517	4	77.8	66.1	82.3	
4517	5	72.2	62.5		43.1
2554	10	79.2	40.8	94.2	49
2584	3	66.1	51.3		
2584	4				
2584	5				
3930	6	46.8	47.7		
3930	7	49.5	50.5	79	
3930	8	65.3	38.6		45
4388	3				
4388	4	71.7	49.6	54.9	
4388	5	78.8	62.5		26
2459	8				
2459	10	88.7	53.7	90.4	58.3
2489	3	82.8	75.9		
2489	4	90.5	78.6	83.3	
2489	5	94.7	73.7		63.2
2489	6				
2687	6	71.2	51.4		
2687	7	69.6	55.9	80.4	
2687	8	71.4	63.5		63.5
4428	3	76.7	67.4		
4428	4	51.2	44.2	41.9	
4428	5	58.5	53.7		43.9
4428	6				
4525	3	68.2	65.9		
4525	4	85.1	85.1	72.3	
4525	5	86.3	76.5		74.5
2343	10	89.9	56.6	95.5	55.2
2585	3	63.6	43.2		
2585	4	61.5	42.3	80.8	
2585	5	70.4	44.4		22.2
2585	6	70.4	37		
3003	7	69.3	51.7	63.9	
3003	8	65.1	61.5		45.2
3365	3	74.5	59.6		
3365	4	67.4	40.5	69.8	
3365	5	87.7	69.6		45.5
3365	6	77.2	68.4		
4533	3	65.2	31.9		
4533	4	45.7	12.5	34	
4533	5	59.1	24.2		28.8
4533	6	74.6	47.9		
2087	3				
2087	4	90	40	60	
2087	5				
2087	6	60	50		
2087	7				
2087	8	63.6	45.5		27.3
2088	10				
3137	6				
3137	7				
3137	8	70	20		40
2052	3	69.2	46.2		
2052	4	57.1	50	64.3	
2052	5	72.2	50		61.1
2052	6	53.3	33.3		
3418	7	70.6	70.6	88.2	
3418	8				
3418	10	66.7	46.7	85.7	46.2
2499	10	92.5	74.9	94.6	63.9
2587	3	87.2	73.9		
2587	4	76.1	65.2	71.7	
2587	5	77.1	63.3		41.7
3203	3	85.5	86.8		
3203	4	81.4	73.9	66.7	
3203	5	84	54.1		57.3
3419	6	72.1	68.4		
3419	7	83.4	76.7	84.7	
3419	8	75.5	48.4		61.8
3614	3	81.6	75		
3614	4	78.8	62.1	59.1	
3614	5	74.5	64.7		51
2894	3	87.8	75.6		
2894	4	80.4	51.8	69.6	
2894	5	68.3	51.2		26.8
2894	6	69.4	57.1		
2894	7	72.6	80.6	90.3	
2894	8	88.4	79.1		74.4
3366	10	86.4	59.3	96.7	47.5
2622	3	100	90		
2622	4	64.3	28.6	78.6	
2622	5	72.7	27.3		27.3
2634	10	85.7	42.9	71.4	38.5
2895	3				
2895	4				
2895	5				
2896	6				
2896	7				
2896	8				
2115	3				
2115	4				
2115	5				
2115	6				
2115	7				
2115	8				
2588	3	82.4	64.7		
2588	4				
2588	5	91.7	41.7		25
2588	6	60	60		
2588	7	70.6	52.9	88.2	
2588	8	76.9	53.8		61.5
2588	10	100	81.3	100	81.3
2207	3				
2207	4				
2207	5				
2207	6	56.3	56.3		
2207	7	61.9	47.6	71.4	
2207	8	66.7	61.1		77.8
3204	3	93.3	73.3		
3204	4	81.3	68.8	100	
3204	5	66.7	46.7		6.7
3204	6	43.8	43.8		
3204	7	64.7	70.6	64.7	
3204	8	71.4	42.9		42.9
3204	10	88.2	29.4	93.8	58.8
3068	10	76.5	40	76.5	18.8
3069	3	75	75		
3069	4				
3069	5	100	84.6		23.1
2432	10				
3205	3	72.7	72.7		
3205	4	54.5	45.5	45.5	
3205	5				
3205	6				
3205	7				
3205	8	36.4	27.3		18.2
2714	3	56.9	40.7		
2714	4	56.5	36.2	42	
2714	5	53.8	30.3		9.1
2714	6	56.5	33.8		
2714	7	30.6	20.8	38	
2714	8	57.6	28.4		28.8
2591	10	78	44.3	90.9	45.9
2898	5	69.9	35.3		22.3
2898	6	59.3	47.7		
2898	7	60.3	47.4	71.6	
2898	8	63.4	35.9		53.4
2116	6				
2116	7				
2116	8				
2116	10	61.9	26.6	74.3	20
2176	3	52.4	29.1		
2176	4	41.4	21.8	26.4	
2176	5	47.4	24.4		9
2177	3	67.9	48.7		
2177	4	64.9	41.9	60.8	
2177	5	40.3	30.6		13.9
2314	6	30.7	14.1		
2314	7	35	17.9	47.9	
2314	8	56.1	30		17.8
2410	6	63	43.8		
2410	7	53.3	34.1	53.3	
2410	8	64.6	37.7		31.2
2433	3	61.2	27.1		
2433	4	67.1	36.6	52.4	
2433	5	52.4	43.9		25.6
2529	3	50	28.6		
2529	4	49.4	24.1	34.2	
2529	5	44.3	29.5		13.1
2592	3	34	25.2		
2592	4	32.7	10.6	29.8	
2592	5	23.6	33		2.8
2715	3	53.8	34.6		
2715	4	60.3	24.4	52.6	
2715	5	47.6	20.7		7.3
2818	3	69.1	46.9		
2818	4	66.7	18.8	62.3	
2818	5	63.3	38.3		10
2819	3	74.7	57		
2819	4	69.9	56.2	64.4	
2819	5	76.8	42		18.8
2899	3	51.5	40.6		
2899	4	44.8	21.9	64.9	
2899	5	60	32.2		15.6
3023	3	64	40		
3023	4	69	34.5	37.9	
3023	5	67.9	28.6		14.3
3023	6	67.9	46.4		
3023	7	55.2	69	79.3	
3023	8	85.7	64.3		60.7
3138	3	30.5	19		
3138	4	37.5	16.3	39.8	
3138	5	41.6	16.9		7.9
3206	10	70.5	26.2	81.7	33.1
3264	3	50.6	26.4		
3264	4	42.1	15.8	43.4	
3264	5	55.1	27.8		8.9
3312	3	80	58.7		
3312	4	76.6	32.5	64.9	
3312	5	65.4	33.3		5.1
3368	6	59.6	44.6		
3368	7	60.3	43.3	65.5	
3368	8	67.1	53		28.8
3615	6	34.2	22.1		
3615	7	49.4	39.1	64.5	
3615	8	57.7	49.8		33.5
3817	3	33.7	29.4		
3817	4	48.8	15.9	32.9	
3817	5	34.3	21.4		4.3
4093	10	40.2	5.6	47.8	0.9
2344	10	75.6	26.9	89.4	37.2
2530	3	64.8	60.6		
2530	4	50	35.1	27	
2530	5	60.3	52.4		19
2821	3	69.7	61.6		
2821	4	61	39	55.8	
2821	5	70.9	58.2		36.7
4055	6	46.2	31.3		
4055	7	56.7	47	69.3	
4055	8	62.5	37.2		47.8
4055	10				
4487	3	64.2	39.5		
4487	4	55.3	25	46.7	
4487	5	60.2	50.6		12
2388	10	83.7	42.5	89.3	41.8
2716	3	65.5	64.7		
2716	4	66.4	54.2	62.6	
3265	3	63.8	50.4		
3265	4	64.3	49	52.9	
3265	5				
4161	6				
4161	8	71.7	44.4		56.9
4272	8				
4272	10	45.5	8.3	55	
4546	5	67.6	51.6		48.8
4546	6	61	44.2		
4546	7	60.9	51.3	80.5	
4546	8				
2593	10	64.5	11	75.3	14.7
3070	3	62	50.7		
3070	4	52.2	34.3	43.3	
3070	5	41.2	25		30.9
3070	6	53.2	26.6		
1645	10	23.1			
1776	10				
2345	3	34.3	14.9		
2345	4	53.3	23.8	55.8	
2345	5	40.2	23.5		9.8
2555	10	61	14.1	68.5	17.6
2756	3	63.8	41.8		
2756	4	50	16.7	47.6	
2756	5	50.6	29.9		16.9
3013	3	46.6	55.4		
3013	4	51	29.4	38.2	
3013	5	38.6	12		4.8
3071	6	37.1	17.3		
3071	7	40.4	22.3	52.5	
3071	8	56.9	16.5		19.4
2469	3	48	35.7		
2469	4	43.3	35.6	43.3	
2469	5	46.9	39.8		13.3
2717	3	57.7	43.6		
2717	4	50.4	47	71.9	
2717	5	51.9	50		10.4
2959	10	60.4	12.1	74.2	18.5
3313	6	46.5	31		
3313	7	44.4	48	50.6	
3313	8	55.9	32.2		20.9
4000	3	45.7	39.7		
4000	4	38.7	32.4	31	
4000	5	44.2	38.9		13.3
4497	3	53.8	53.8		
4497	4	41.9	41.9	51.2	
4497	5	55.3	53.4		18.2
4497	6				
1508	3				
1508	4				
1508	5				
1508	6	50	12.5		
1508	7	18.8	6.4	14.9	
1508	8	16.4	3.6		3.8
1508	10	50.6	3.6	53.2	5.8
2264	6	31	11.9		
2264	7	42	27.5	63.1	
2264	8	51.9	27		23.1
2608	3	47.6	30.2		
2608	4	42.3	25.5	48.1	
2608	5	44.7	27.6		11.8
2635	3	45.1	21.1		
2635	4	40.5	19.7	45.9	
2635	5	41.8	23.6		7.3
2900	10	67.2	19	80.1	16
4106	3	61.2	29.9		
4106	4	42.9	24.7	40.3	
4106	5	46.4	17.9		5.4
2718	7	39.4	40.4	59.3	
2718	8	69.8	38.4		43
3072	3	74	65.6		
3073	4	64	34.7	66.7	
3073	5	51.2	14.6		22
3073	6	42.9	43.9		
4559	10	78.2	29.1	87.1	30.6
2531	5	39.6	19.8		3.6
2531	6	22.9	14.3		
2531	7	25.2	18.5	47.9	
2531	8	33.3	25.2		19.8
3314	10	54.8	16.4	81.9	16.5
4535	3	54	54		
4535	4	42.6	36.7	43.8	
2240	10	76.1	30.6	88.8	29.2
2783	3	75	51.9		
4221	4	49.1	43.6	47.3	
4221	5	55	33.9		32.1
4221	6	64.1	28.8		
4481	7	49.1	36.2	68.1	
4481	8	57.7	33		48.5
2131	6	28.8	25.5		
2131	7	39.7	32.1	57.7	
2131	8	34.5	23.8		19.2
2757	3	51.6	33.1		
2757	4	41	25.3	41	
2757	5	48.7	44.9		14.1
2960	3	42	25		
2960	4	39.4	26.4	53.2	
2960	5	35	25.2		2.9
3141	10	51.5	14.5	74.1	15.9
4022	10	28.6	4.8	33.3	4.8
4518	3	56	50		
4518	4	40.7	33.3	55.6	
4518	5	45.3	41.5		15.1
2505	3	82.3	61.5		
2505	4	78.8	61.6	70.7	
2505	5	65	39		25
2758	3	67.4	71.7		
2758	4	74.1	48.1	74.1	
2758	5	75.9	42.6		40.7
2822	3	76.3	57.6		
2822	4	64.2	32.1	49.1	
2822	5	61.6	38.4		34.2
3074	10	80.5	42.7	87.8	47.4
3207	3	78.4	54.9		
3207	4	68.5	63	81.5	
3207	5	67.3	30.9		25.5
3699	3	77.8	68.5		
3699	4	75.4	58	58.8	
3699	5	70	60		30
4040	8	74.9	54.3		55.1
4448	3	81.4	71.1		
4448	4	65.8	45.6	63.3	
4448	5	82.5	72.5		41.3
4448	6				
4506	6	75.1	55.7		
4506	7	63.6	58.8	80.2	
4506	8				
2389	7	31.6	19.7	43.4	
2389	8	45.2	33.8		15.1
2506	3	38.3	25.9		
2506	4	19.4	7.5	20.4	
2506	5	24.6	21.7		5.8
2506	6	12.5	5		
2532	10	40.7	11.9	59.3	10
4568	6				
4568	8				
4568	10	89.5	56.4	90.4	61.6
1900	10				
1898	5				
1898	6				
1898	8				
2973	6	31.3	12.5		
2973	7	35.3	29.4	33.3	
2973	8	33.3	33.3		44.4
2973	10	59.1	14.3	72.7	23.8
1907	3	66.7	41.7		
1907	4				
1907	5	76.9	46.2		30.8
1907	6	58.3	33.3		
1907	7				
1907	8				
1907	10				
4214	6	21.4	0		
4214	7	28.6	21.4	50	
4214	8	57.1	28.6		42.9
4564	6	40.6	25.5		
4564	7	35.3	28.3	55.4	
4564	8	40.5	23.1		24.2
4581	3	68.8	50		
4581	4	43.3	37.3	47.8	
